f00_lang_qn,wave,f01_transit,f01_shop,f01_time_ff,f01_time_al,f01_eat_pic,f01_eat_caf,f01_sport,f01_pet,f01_sight,f01_cultural,f01_political,f01_parking,f01_other,f02_time_level,f02_time,f03_rel_level,f03_rel,f04_walk,f04_bike,f04_scooter,f04_bus,f04_tram,f04_train,f04_car,f04_taxi,f04_other,f05_last_trans_level,f05_last_trans,f06_freq_level,f06_freq,f09_stranger_level,f09_stranger,f10_year,f12_adult,f12_kids,f13_occ1_level,f13_occ1,f14_mainlang1_level,f14_mainlang1,f15_country_grp_level,f15_country_grp,f16_edu_level,f16_edu,f17_rev_level,f17_rev,f18_gender_level,f18_gender,f19_alone,f19_partner,f19_kids,f19_friend,f19_other,f20_square,datetime,wday,timeslot,f23_interviewer,age,hh_size,group_size
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,5,visitor,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1956,3,NA,7,other,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,2,male,1,1,NA,NA,NA,Hallwylplatz,2021-08-28T12:25:00Z,7,12-14,I_1,65,3,2
de,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10-19min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1976,2,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,6,>15'000,1,female,1,1,NA,NA,NA,Idaplatz,2021-09-02T12:30:00Z,5,12-14,I_8,45,2,2
de,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,30-59min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1968,1,NA,4,unemployed,2,Standard German,2,N/W/Central Europe,6,university,NA,NA,2,male,2,NA,NA,NA,NA,Idaplatz,2021-09-02T12:50:00Z,5,12-14,I_8,53,1,1
de,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,30-59min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1949,1,NA,6,retired,1,Swiss-German,1,Switzerland,5,higher ed,2,3-6'000,1,female,2,NA,NA,NA,NA,Idaplatz,2021-06-22T10:05:00Z,3,8-10,I_2,72,1,1
en,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1989,2,NA,1,full-time,5,French,2,N/W/Central Europe,6,university,6,>15'000,2,male,1,1,NA,NA,NA,Idaplatz,2021-09-04T13:20:00Z,7,12-14,I_5,32,2,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1977,1,NA,1,full-time,1,Swiss-German,1,Switzerland,5,higher ed,3,6-9'000,1,female,1,1,NA,NA,NA,Idaplatz,2021-06-26T12:55:00Z,7,12-14,I_3,44,1,2
en,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1957,2,NA,2,part-time,3,English,5,Other,6,university,6,>15'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-09-02T08:30:00Z,5,8-10,I_8,64,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1956,2,NA,2,part-time,1,Swiss-German,1,Switzerland,6,university,2,3-6'000,1,female,2,NA,NA,NA,NA,Idaplatz,2021-09-02T16:40:00Z,5,16-18,I_8,65,2,1
de,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,less 10min,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1991,3,NA,1,full-time,2,Standard German,2,N/W/Central Europe,6,university,4,9-12'000,1,female,1,NA,NA,1,NA,Idaplatz,2021-06-26T12:00:00Z,7,12-14,I_2,30,3,2
de,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,30-59min,2,resident,0,1,0,0,0,0,0,0,0,2,bike,2,several times a week,2,"yes, familiar",1979,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,NA,NA,1,female,1,NA,NA,3,NA,Idaplatz,2021-09-02T13:20:00Z,5,12-14,I_7,42,1,4
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1990,1,1,1,full-time,1,Swiss-German,1,Switzerland,4,high school,4,9-12'000,2,male,1,1,NA,NA,NA,Hallwylplatz,2021-06-15T08:30:00Z,3,8-10,I_5,31,2,2
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1992,2,NA,1,full-time,1,Swiss-German,1,Switzerland,3,apprenticeship,3,6-9'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-08-31T09:45:00Z,3,8-10,I_6,29,2,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1991,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,3,6-9'000,2,male,1,NA,NA,1,NA,Idaplatz,2021-06-22T09:05:00Z,3,8-10,I_6,30,1,2
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,60min+,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1975,1,NA,1,full-time,2,Standard German,2,N/W/Central Europe,6,university,NA,NA,1,female,1,NA,NA,1,NA,Hallwylplatz,2021-06-15T16:45:00Z,3,16-18,I_6,46,1,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1993,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,2,3-6'000,1,female,2,NA,NA,NA,NA,Idaplatz,2021-06-26T13:55:00Z,7,12-14,I_5,28,1,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,5,visitor,0,0,0,0,1,0,0,0,0,5,tram,4,several times a year,1,nobody,1999,3,NA,3,edu,1,Swiss-German,1,Switzerland,4,high school,2,3-6'000,1,female,1,NA,NA,1,NA,Idaplatz,2021-09-02T12:50:00Z,5,12-14,I_6,22,3,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,3,employed nearby,1,0,0,0,1,0,0,0,0,1,walk,2,several times a week,1,nobody,1953,2,NA,1,full-time,1,Swiss-German,5,Other,5,higher ed,3,6-9'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T08:00:00Z,3,8-10,I_6,68,2,1
en,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,5,visitor,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1986,10,NA,2,part-time,2,Standard German,1,Switzerland,5,higher ed,7,doesn't know,1,female,1,NA,NA,1,NA,Hallwylplatz,2021-08-28T12:13:00Z,7,12-14,I_6,35,10,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1971,2,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,5,12-15'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T17:00:00Z,3,16-18,I_5,50,2,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,5,visitor,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1950,2,NA,6,retired,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T16:50:00Z,3,16-18,I_2,71,2,1
de,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,10-19min,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,5,never,NA,NA,1988,1,NA,1,full-time,1,Swiss-German,1,Switzerland,5,higher ed,4,9-12'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T16:40:00Z,3,16-18,I_3,33,1,1
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10-19min,3,employed nearby,0,1,0,0,0,0,0,0,0,2,bike,5,never,NA,NA,1960,3,NA,2,part-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T08:30:00Z,3,8-10,I_6,61,3,1
de,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,30-59min,3,employed nearby,0,1,0,0,0,0,0,0,0,2,bike,3,several times a month,1,nobody,1965,2,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,1,female,1,NA,NA,1,NA,Lindenplatz,2021-06-24T13:50:00Z,5,12-14,I_4,56,2,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,0,0,0,0,0,0,0,0,1,9,other,1,(almost) everyday,1,nobody,1951,2,NA,6,retired,1,Swiss-German,1,Switzerland,6,university,2,3-6'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T09:55:00Z,3,8-10,I_5,70,2,1
en,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1984,2,2,2,part-time,10,other,5,Other,4,high school,2,3-6'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-08-31T10:00:00Z,3,8-10,I_1,37,4,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1993,1,NA,2,part-time,1,Swiss-German,1,Switzerland,6,university,2,3-6'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T08:50:00Z,3,8-10,I_6,28,1,1
de,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,60min+,3,employed nearby,0,1,0,0,0,0,0,0,0,2,bike,2,several times a week,1,nobody,1998,36,NA,2,part-time,1,Swiss-German,1,Switzerland,4,high school,7,doesn't know,1,female,2,NA,NA,NA,NA,Idaplatz,2021-09-02T12:10:00Z,5,12-14,I_8,23,36,1
de,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,60min+,2,resident,0,1,0,0,0,0,0,0,0,2,bike,2,several times a week,1,nobody,2003,4,NA,3,edu,1,Swiss-German,1,Switzerland,2,compulsory,2,3-6'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T17:55:00Z,3,16-18,I_1,18,4,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1948,1,NA,2,part-time,1,Swiss-German,1,Switzerland,4,high school,2,3-6'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-19T13:25:00Z,7,12-14,I_2,73,1,1
de,2,1,0,0,0,0,1,0,0,0,0,0,0,0,6,60min+,5,visitor,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1953,2,NA,1,full-time,1,Swiss-German,1,Switzerland,4,high school,5,12-15'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-08-28T13:15:00Z,7,12-14,I_1,68,2,1
de,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,30-59min,NA,NA,0,0,0,1,0,0,0,0,0,4,bus,4,several times a year,1,nobody,1989,2,NA,1,full-time,2,Standard German,2,N/W/Central Europe,6,university,3,6-9'000,1,female,1,NA,NA,1,NA,Idaplatz,2021-09-04T12:35:00Z,7,12-14,I_6,32,2,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,3,employed nearby,1,0,0,0,0,0,1,0,0,1,walk,2,several times a week,1,nobody,1978,2,1,2,part-time,8,Serbo-Croat,1,Switzerland,6,university,2,3-6'000,1,female,2,NA,NA,NA,NA,Idaplatz,2021-06-22T13:55:00Z,3,12-14,I_4,43,3,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1988,1,NA,1,full-time,3,English,1,Switzerland,6,university,3,6-9'000,1,female,2,NA,NA,NA,NA,Idaplatz,2021-06-22T08:25:00Z,3,8-10,I_5,33,1,1
de,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,60min+,5,visitor,0,1,0,0,0,0,0,0,0,2,bike,3,several times a month,1,nobody,1981,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,3,6-9'000,2,male,1,1,NA,NA,NA,Idaplatz,2021-06-26T13:30:00Z,7,12-14,I_2,40,1,2
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,30-59min,2,resident,0,0,0,0,0,0,1,0,0,7,car,5,never,NA,NA,1939,1,NA,6,retired,2,Standard German,2,N/W/Central Europe,4,high school,4,9-12'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-09-02T16:05:00Z,5,16-18,I_8,82,1,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1968,2,1,1,full-time,10,other,5,Other,6,university,2,3-6'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-06-22T08:55:00Z,3,8-10,I_6,53,3,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,5,visitor,1,0,0,0,0,0,1,0,0,1,walk,4,several times a year,1,nobody,1974,2,2,1,full-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-06-22T08:00:00Z,3,8-10,I_5,47,4,1
de,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,20-29min,6,tourist,1,0,0,0,0,0,0,0,0,1,walk,5,never,NA,NA,1987,2,NA,2,part-time,2,Standard German,2,N/W/Central Europe,6,university,6,>15'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T08:15:00Z,3,8-10,I_6,34,2,1
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,30-59min,3,employed nearby,0,1,0,0,0,0,0,0,0,2,bike,3,several times a month,1,nobody,1989,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,3,6-9'000,1,female,1,NA,NA,2,NA,Hallwylplatz,2021-06-15T13:15:00Z,3,12-14,I_5,32,1,3
de,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,4,several times a year,2,"yes, familiar",1983,2,6,2,part-time,10,other,5,Other,4,high school,7,doesn't know,1,female,1,NA,4,NA,NA,Hallwylplatz,2021-06-15T16:30:00Z,3,16-18,I_6,38,8,5
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,6,tourist,1,0,0,0,0,0,0,0,0,1,walk,5,never,1,nobody,1993,2,NA,1,full-time,10,other,4,Eastern Europe,6,university,7,doesn't know,1,female,1,1,NA,NA,NA,Hallwylplatz,2021-06-19T14:00:00Z,7,12-14,I_3,28,2,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,5,visitor,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1975,2,NA,2,part-time,4,Italian,1,Switzerland,5,higher ed,1,<3'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-06-22T12:40:00Z,3,12-14,I_3,46,2,1
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,60min+,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1988,2,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,7,doesn't know,1,female,1,NA,NA,1,NA,Hallwylplatz,2021-06-15T16:00:00Z,3,16-18,I_5,33,2,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,3,"yes, known",1964,2,3,1,full-time,2,Standard German,5,Other,4,high school,3,6-9'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-19T13:20:00Z,7,12-14,I_3,57,5,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1990,1,NA,1,full-time,10,other,5,Other,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-06-22T08:15:00Z,3,8-10,I_6,31,1,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1985,3,1,2,part-time,1,Swiss-German,2,N/W/Central Europe,6,university,6,>15'000,2,male,1,NA,1,NA,NA,Hallwylplatz,2021-06-19T13:40:00Z,7,12-14,I_1,36,4,2
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,60min+,5,visitor,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1988,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,7,doesn't know,2,male,1,NA,NA,1,NA,Hallwylplatz,2021-06-15T16:00:00Z,3,16-18,I_5,33,1,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,1,0,0,0,0,0,0,0,NA,NA,2,several times a week,1,nobody,1976,2,1,2,part-time,1,Swiss-German,5,Other,5,higher ed,3,6-9'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T08:00:00Z,3,8-10,I_3,45,3,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,3,"yes, known",1986,2,2,5,housewife,6,Spanish,5,Other,6,university,6,>15'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T08:00:00Z,3,8-10,I_3,35,4,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,0,1,0,0,0,0,0,0,0,2,bike,1,(almost) everyday,1,nobody,1973,3,NA,4,unemployed,1,Swiss-German,1,Switzerland,6,university,1,<3'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-19T13:30:00Z,7,12-14,I_2,48,3,1
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10-19min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1984,3,1,2,part-time,2,Standard German,2,N/W/Central Europe,6,university,5,12-15'000,1,female,1,NA,1,NA,NA,Hallwylplatz,2021-06-19T12:05:00Z,7,12-14,I_2,37,4,2
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1997,2,NA,1,full-time,3,English,4,Eastern Europe,4,high school,4,9-12'000,1,female,1,NA,NA,1,NA,Idaplatz,2021-09-04T12:20:00Z,7,12-14,I_5,24,2,2
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1958,1,NA,7,other,1,Swiss-German,1,Switzerland,6,university,5,12-15'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-08-31T17:05:00Z,3,16-18,I_7,63,1,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1961,1,NA,1,full-time,2,Standard German,3,Southern Europe,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T16:15:00Z,3,16-18,I_3,60,1,1
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,30-59min,3,employed nearby,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1992,2,NA,1,full-time,1,Swiss-German,1,Switzerland,5,higher ed,5,12-15'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T12:10:00Z,3,12-14,I_6,29,2,1
de,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,60min+,1,direct neighbour,0,0,0,0,0,0,1,0,0,7,car,1,(almost) everyday,3,"yes, known",1963,3,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,6,>15'000,2,male,1,NA,NA,2,NA,Hallwylplatz,2021-08-31T18:00:00Z,3,16-18,I_7,58,3,3
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1988,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-08-31T08:00:00Z,3,8-10,I_1,33,1,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1995,4,NA,3,edu,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-09-02T18:00:00Z,5,16-18,I_8,26,4,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,1,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1985,1,NA,1,full-time,1,Swiss-German,5,Other,6,university,2,3-6'000,1,female,1,NA,1,1,NA,Idaplatz,2021-06-26T13:37:00Z,7,12-14,I_4,36,1,3
de,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10-19min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1947,2,NA,6,retired,10,other,4,Eastern Europe,4,high school,2,3-6'000,1,female,1,1,NA,NA,NA,Idaplatz,2021-09-04T12:45:00Z,7,12-14,I_8,74,2,2
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1965,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,5,12-15'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-08-28T12:40:00Z,7,12-14,I_5,56,1,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1968,1,NA,1,full-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T16:55:00Z,3,16-18,I_1,53,1,1
de,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1995,4,NA,3,edu,1,Swiss-German,1,Switzerland,6,university,5,12-15'000,2,male,1,NA,NA,1,NA,Idaplatz,2021-06-22T16:05:00Z,3,16-18,I_5,26,4,2
de,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,none/transit,1,direct neighbour,0,0,0,0,0,0,1,0,0,7,car,1,(almost) everyday,2,"yes, familiar",1989,2,NA,1,full-time,2,Standard German,2,N/W/Central Europe,2,compulsory,6,>15'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T16:40:00Z,3,16-18,I_6,32,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1978,2,2,2,part-time,1,Swiss-German,1,Switzerland,6,university,6,>15'000,2,male,1,NA,1,NA,NA,Hallwylplatz,2021-08-31T17:40:00Z,3,16-18,I_1,43,4,2
de,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,20-29min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1984,2,NA,1,full-time,2,Standard German,2,N/W/Central Europe,6,university,5,12-15'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T12:40:00Z,3,12-14,I_6,37,2,1
de,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1972,2,2,1,full-time,1,Swiss-German,5,Other,6,university,5,12-15'000,2,male,1,NA,1,NA,NA,Hallwylplatz,2021-06-15T16:30:00Z,3,16-18,I_5,49,4,2
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1984,2,NA,1,full-time,7,Portuguese,2,N/W/Central Europe,6,university,NA,NA,2,male,2,NA,NA,NA,NA,Idaplatz,2021-06-26T12:18:00Z,7,12-14,I_4,37,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,0,1,0,0,0,0,0,0,0,2,bike,1,(almost) everyday,1,nobody,1995,2,NA,1,full-time,5,French,2,N/W/Central Europe,6,university,5,12-15'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-08-31T18:00:00Z,3,16-18,I_1,26,2,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1978,2,2,2,part-time,2,Standard German,2,N/W/Central Europe,6,university,7,doesn't know,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T12:30:00Z,3,12-14,I_5,43,4,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",NA,3,NA,NA,NA,1,Swiss-German,NA,NA,NA,NA,NA,NA,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-08-31T16:00:00Z,3,16-18,I_3,NA,3,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1950,1,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,2,male,2,NA,NA,NA,NA,Idaplatz,2021-06-26T13:55:00Z,7,12-14,I_5,71,1,1
de,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,60min+,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,3,"yes, known",1978,1,1,1,full-time,6,Spanish,3,Southern Europe,6,university,4,9-12'000,1,female,2,NA,NA,NA,NA,Hallwylplatz,2021-08-28T13:20:00Z,7,12-14,I_6,43,2,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1970,1,NA,1,full-time,1,Swiss-German,1,Switzerland,4,high school,2,3-6'000,2,male,2,NA,NA,NA,NA,Hallwylplatz,2021-06-15T16:25:00Z,3,16-18,I_6,51,1,1
de,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10-19min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1947,2,NA,6,retired,10,other,4,Eastern Europe,4,high school,2,3-6'000,2,male,1,1,NA,NA,NA,Idaplatz,2021-09-04T12:45:00Z,7,12-14,I_8,74,2,2
